0	0	10	7	0
0	7	10	7	1
0	14	10	7	0
0	21	10	9	1
10	0	10	7	1
10	7	10	7	0
10	14	10	7	1
10	21	10	9	0
20	0	10	7	0
20	7	10	7	1
20	14	10	7	0
20	21	10	9	1
